Date,Province/State,Country/Region,Lat,Long,Confirmed,Deaths,Recovered
3/8/20,,Finland,64,26,23,0,1
3/8/20,,United Arab Emirates,24,54,45,0,7
3/8/20,,Philippines,13,122,10,1,1
3/8/20,,India,21,78,39,0,3
3/8/20,,Italy,43,12,7375,366,622
3/8/20,,UK,55,-3,273,3,18
3/8/20,,Sweden,63,16,203,0,0
3/8/20,,Spain,40,-4,673,17,30
3/8/20,South Australia,Australia,-34.9285,138.6007,7,0,2
3/8/20,"San Benito, CA",US,36.5761,-120.9876,2,0,0
3/8/20,,Belgium,50.8333,4,200,0,1
3/8/20,Diamond Princess cruise ship,Others,35.4437,139.638,696,6,40
3/8/20,"San Diego County, CA",US,32.7157,-117.1611,3,0,1
3/8/20,,Egypt,26,30,49,1,1
3/8/20,From Diamond Princess,Australia,35.4437,139.638,0,0,0
3/8/20,,Lebanon,33.8547,35.8623,32,0,1
3/8/20,"Humboldt County, CA",US,40.745,-123.8695,1,0,0
3/8/20,"Sacramento County, CA",US,38.4747,-121.3542,2,0,0
3/8/20,,Iraq,33,44,60,6,0
3/8/20,,Oman,21,57,16,0,2
3/8/20,,Afghanistan,33,65,4,0,0
3/8/20,,Bahrain,26.0275,50.55,85,0,4
3/8/20,,Kuwait,29.5,47.75,64,0,1
3/8/20,,Algeria,28.0339,1.6596,19,0,0
3/8/20,,Croatia,45.1,15.2,12,0,0
3/8/20,,Switzerland,46.8182,8.2275,337,2,3
3/8/20,,Austria,47.5162,14.5501,104,0,0
3/8/20,,Israel,31,35,39,0,2
3/8/20,,Pakistan,30.3753,69.3451,6,0,1
3/8/20,,Brazil,-14.235,-51.9253,20,0,0
3/8/20,,Georgia,42.3154,43.3569,13,0,0
3/8/20,,Greece,39.0742,21.8243,73,0,0
3/8/20,,North Macedonia,41.6086,21.7453,3,0,0
3/8/20,,Norway,60.472,8.4689,176,0,0
3/8/20,,Romania,45.9432,24.9668,15,0,3
3/8/20,,Denmark,56.2639,9.5018,35,0,1
3/8/20,,Estonia,58.5953,25.0136,10,0,0
3/8/20,,Netherlands,52.1326,5.2913,265,3,0
3/8/20,,San Marino,43.9424,12.4578,36,1,0
3/8/20,,Belarus,53.7098,27.9534,6,0,0
3/8/20,,Iceland,64.9631,-19.0208,50,0,0
3/8/20,,Lithuania,55.1694,23.8813,1,0,0
3/8/20,,Mexico,23.6345,-102.5528,7,0,1
3/8/20,,New Zealand,-40.9006,174.886,5,0,0
3/8/20,,Nigeria,9.082,8.6753,1,0,0
3/8/20,Western Australia,Australia,-31.9505,115.8605,3,1,0
3/8/20,,Ireland,53.1424,-7.6921,19,0,0
3/8/20,,Luxembourg,49.8153,6.1296,3,0,0
3/8/20,,Monaco,43.7333,7.4167,1,0,0
3/8/20,,Qatar,25.3548,51.1839,15,0,0
3/8/20,"Snohomish County, WA",US,48.033,-121.8339,31,1,0
3/8/20,,Ecuador,-1.8312,-78.1834,14,0,0
3/8/20,,Azerbaijan,40.1431,47.5769,9,0,0
3/8/20,,Czech Republic,49.8175,15.473,31,0,0
3/8/20,,Armenia,40.0691,45.0382,1,0,0
3/8/20,,Dominican Republic,18.7357,-70.1627,5,0,0
3/8/20,,Indonesia,-0.7893,113.9213,6,0,0
3/8/20,,Portugal,39.3999,-8.2245,30,0,0
3/8/20,,Andorra,42.5063,1.5218,1,0,0
3/8/20,Tasmania,Australia,-41.4545,145.9707,2,0,0
3/8/20,,Latvia,56.8796,24.6032,2,0,0
3/8/20,,Morocco,31.7917,-7.0926,2,0,0
3/8/20,,Saudi Arabia,24,45,11,0,0
3/8/20,,Senegal,14.4974,-14.4524,4,0,1
3/8/20,"Grafton County, NH",US,43.9088,-71.826,3,0,0
3/8/20,"Hillsborough, FL",US,27.9904,-82.3018,2,0,0
3/8/20,"Placer County, CA",US,39.0916,-120.8039,5,1,0
3/8/20,"San Mateo, CA",US,37.563,-122.3255,2,0,0
3/8/20,"Sonoma County, CA",US,38.578,-122.9888,1,0,0
3/8/20,"Umatilla, OR",US,45.775,-118.7606,1,0,0
3/8/20,"Fulton County, GA",US,33.8034,-84.3963,3,0,0
3/8/20,"Washington County, OR",US,45.547,-123.1386,8,0,0
3/8/20,,Argentina,-38.4161,-63.6167,12,1,0
3/8/20,,Chile,-35.6751,-71.543,8,0,0
3/8/20,,Jordan,31.24,36.51,1,0,0
3/8/20,"Norfolk County, MA",US,42.1767,-71.1449,6,0,0
3/8/20,"Maricopa County, AZ",US,33.2918,-112.4291,2,0,1
3/8/20,"Wake County, NC",US,35.8032,-78.5661,1,0,0
3/8/20,"Wetchester County, NY",US,41.122,-73.7949,83,0,0
3/8/20,,Ukraine,48.3794,31.1656,1,0,0
3/8/20,,Saint Barthelemy,17.9,-62.8333,3,0,0
3/8/20,"Orange County, CA",US,33.7879,-117.8531,3,0,0
3/8/20,,Hungary,47.1625,19.5033,7,0,0
3/8/20,Northern Territory,Australia,-12.4634,130.8456,0,0,0
3/8/20,,Faroe Islands,61.8926,-6.9118,2,0,0
3/8/20,,Gibraltar,36.1408,-5.3536,1,0,0
3/8/20,,Liechtenstein,47.14,9.55,1,0,0
3/8/20,,Poland,51.9194,19.1451,11,0,0
3/8/20,,Tunisia,34,9,2,0,0
3/8/20,"Contra Costa County, CA",US,37.8534,-121.9018,9,0,0
3/8/20,,Bosnia and Herzegovina,43.9159,17.6791,3,0,0
3/8/20,,Slovenia,46.1512,14.9955,16,0,0
3/8/20,"Bergen County, NJ",US,40.9263,-74.077,4,0,0
3/8/20,"Harris County, TX",US,29.7752,-95.3103,5,0,0
3/8/20,"San Francisco County, CA",US,37.7749,-122.4194,9,0,0
3/8/20,,South Africa,-30.5595,22.9375,3,0,0
3/8/20,"Clark County, NV",US,36.0796,-115.094,2,0,0
3/8/20,"Fort Bend County, TX",US,29.5693,-95.8143,6,0,0
3/8/20,"Grant County, WA",US,47.1981,-119.3732,1,0,0
3/8/20,"Santa Rosa County, FL",US,30.769,-86.9824,1,1,0
3/8/20,"Williamson County, TN",US,35.9179,-86.8622,1,0,0
3/8/20,"New York County, NY",US,40.7128,-74.006,12,0,0
3/8/20,"Montgomery County, MD",US,39.1547,-77.2405,4,0,0
3/8/20,"Suffolk County, MA",US,42.3601,-71.0589,8,0,1
3/8/20,"Denver County, CO",US,39.7392,-104.9903,2,0,0
3/8/20,"Summit County, CO",US,39.5912,-106.064,1,0,0
3/8/20,,Bhutan,27.5142,90.4336,1,0,0
3/8/20,,Cameroon,3.848,11.5021,2,0,0
3/8/20,,Colombia,4.5709,-74.2973,1,0,0
3/8/20,,Costa Rica,9.7489,-83.7534,5,0,0
3/8/20,,Peru,-9.19,-75.0152,6,0,0
3/8/20,,Serbia,44.0165,21.0059,1,0,0
3/8/20,,Slovakia,48.669,19.699,3,0,0
3/8/20,,Togo,8.6195,0.8248,1,0,0
3/8/20,"Chatham County, NC",US,35.7211,-79.1781,1,0,0
3/8/20,"Delaware County, PA",US,39.9078,-75.3879,1,0,0
3/8/20,"Douglas County, NE",US,41.3148,-96.1951,1,0,0
3/8/20,"Fayette County, KY",US,38.0606,-84.4803,1,0,0
3/8/20,"Marion County, IN",US,39.8362,-86.1752,1,0,0
3/8/20,"Middlesex County, MA",US,42.4672,-71.2874,7,0,0
3/8/20,"Nassau County, NY",US,40.6546,-73.5594,5,0,0
3/8/20,"Ramsey County, MN",US,44.9964,-93.0616,1,0,0
3/8/20,"Washoe County, NV",US,40.5608,-119.6035,2,0,0
3/8/20,"Wayne County, PA",US,41.6739,-75.2479,1,0,0
3/8/20,"Yolo County, CA",US,38.7646,-121.9018,1,0,0
3/8/20,"Santa Clara County, CA",US,37.3541,-121.9552,38,0,1
3/8/20,,French Guiana,3.9339,-53.1258,5,0,0
3/8/20,,Malta,35.9375,14.3754,3,0,0
3/8/20,"Douglas County, CO",US,39.2587,-104.9389,3,0,0
3/8/20,"Providence County, RI",US,41.8882,-71.4774,3,0,0
3/8/20,,Martinique,14.6415,-61.0242,2,0,0
3/8/20,"Alameda County, CA",US,37.6017,-121.7195,2,0,0
3/8/20,"Broward County, FL",US,26.1901,-80.3659,2,0,0
3/8/20,"Lee County, FL",US,26.663,-81.9535,2,1,0
3/8/20,"Pinal County, AZ",US,32.8162,-111.2845,2,0,0
3/8/20,"Rockland County, NY",US,41.1489,-73.983,2,0,0
3/8/20,"Saratoga County, NY",US,43.0324,-73.936,2,0,0
3/8/20,"Charleston County, SC",US,32.7957,-79.7848,1,0,0
3/8/20,"Clark County, WA",US,45.7466,-122.5194,1,0,0
3/8/20,"Cobb County, GA",US,33.8999,-84.5641,1,0,0
3/8/20,"Davis County, UT",US,40.9629,-112.0953,1,0,0
3/8/20,"El Paso County, CO",US,38.9108,-104.4723,1,0,0
3/8/20,"Honolulu County, HI",US,21.307,-157.8584,1,0,0
3/8/20,"Jackson County, OR ",US,42.3345,-122.7647,2,0,0
3/8/20,"Jefferson County, WA",US,47.7425,-123.304,1,0,0
3/8/20,"Kershaw County, SC",US,34.3672,-80.5883,1,0,0
3/8/20,"Klamath County, OR",US,42.6953,-121.6142,1,0,0
3/8/20,"Madera County, CA",US,37.2519,-119.6963,1,0,0
3/8/20,"Pierce County, WA",US,47.0676,-122.1295,4,0,0
3/8/20,"Tulsa County, OK",US,36.1593,-95.941,1,0,0
3/8/20,,Bulgaria,42.7339,25.4858,4,0,0
3/8/20,,Maldives,3.2028,73.2207,4,0,0
3/8/20,"Montgomery County, PA",US,40.229,-75.3879,4,0,0
3/8/20,,Bangladesh,23.685,90.3563,3,0,0
3/8/20,"Fairfax County, VA",US,38.9085,-77.2405,2,0,0
3/8/20,"Rockingham County, NH",US,42.9931,-71.0498,1,0,0
3/8/20,"Washington, D.C.",US,38.9072,-77.0369,2,0,0
3/8/20,,Paraguay,-23.4425,-58.4438,1,0,0
3/8/20,"Berkshire County, MA",US,42.3118,-73.1822,1,0,0
3/8/20,"Davidson County, TN",US,36.1343,-86.822,1,0,0
3/8/20,"Douglas County, OR",US,43.1261,-123.2492,1,0,0
3/8/20,"Fresno County, CA",US,36.9859,-119.2321,1,0,0
3/8/20,"Harford County, MD",US,39.5839,-76.3637,1,0,0
3/8/20,"Hendricks County, IN",US,39.8065,-86.5401,1,0,0
3/8/20,"Hudson County, NJ",US,40.7453,-74.0535,1,0,0
3/8/20,"Johnson County, KS",US,38.8454,-94.8521,1,0,0
3/8/20,"Kittitas County, WA",US,47.175,-120.9319,1,0,0
3/8/20,"Manatee County, FL",US,27.4799,-82.3452,1,0,0
3/8/20,"Marion County, OR",US,44.8446,-122.5927,1,0,0
3/8/20,"Okaloosa County, FL",US,30.5773,-86.6611,1,0,0
3/8/20,"Polk County, GA",US,34.0132,-85.1479,1,0,0
3/8/20,"Riverside County, CA",US,33.9533,-117.3961,1,0,0
3/8/20,"Shelby County, TN",US,35.1269,-89.9253,1,0,0
3/8/20,"St. Louis County, MO",US,38.6103,-90.4125,1,0,0
3/8/20,"Suffolk County, NY",US,40.9849,-72.6151,1,0,0
3/8/20,"Ulster County, NY",US,41.8586,-74.3118,1,0,0
3/8/20,"Volusia County, FL",US,29.028,-81.0755,1,0,0
3/8/20,Ontario,Canada,51.2538,-85.3232,29,0,4
3/8/20,Alberta,Canada,53.9333,-116.5765,4,0,0
3/8/20,Quebec,Canada,52.9399,-73.5491,4,0,0
3/8/20,"Johnson County, IA",US,41.6699,-91.5984,0,0,0
3/8/20,,Albania,41.1533,20.1683,0,0,0
3/8/20,,Cyprus,35.1264,33.4299,0,0,0
3/8/20,"Harrison County, KY",US,38.4333,-84.3542,0,0,0
3/8/20,,Brunei,4.5353,114.7277,0,0,0
3/8/20,"Bennington County, VT",US,43.0279,-73.135,1,0,0
3/8/20,"Carver County, MN",US,44.8254,-93.7842,0,0,0
3/8/20,"Charlotte County, FL",US,26.8946,-81.9098,0,0,0
3/8/20,"Cherokee County, GA",US,34.2515,-84.4803,0,0,0
3/8/20,"Collin County, TX",US,33.1795,-96.493,0,0,0
3/8/20,"Jefferson County, KY",US,38.1938,-85.6435,0,0,0
3/8/20,"Jefferson Parish, LA",US,29.6499,-90.1121,0,0,0
3/8/20,"Shasta County, CA",US,40.7909,-121.8474,0,0,0
3/8/20,"Spartanburg County, SC",US,34.8606,-81.9535,0,0,0
3/8/20,,Iran (Islamic Republic of),32,53,6566,194,2134
3/8/20,,Republic of Korea,36,128,7314,50,118
3/8/20,Washington,US,47.4009,-121.4905,0,0,0
3/8/20,New York,US,42.1657,-74.9481,0,0,0
3/8/20,California,US,36.1162,-119.6816,0,0,0
3/8/20,Hong Kong,Hong Kong SAR,22.3,114.2,114,3,58
3/8/20,Massachusetts,US,42.2302,-71.5301,0,0,0
3/8/20,Taiwan,Taipei and environs,23.7,121,45,1,13
3/8/20,Diamond Princess,US,35.4437,139.638,45,0,0
3/8/20,,Vietnam,16,108,30,0,16
3/8/20,,occupied Palestinian territory,31.9522,35.2332,22,0,0
3/8/20,Grand Princess,US,37.6489,-122.6655,21,0,0
3/8/20,Georgia,US,33.0406,-83.6431,0,0,0
3/8/20,Colorado,US,39.0598,-105.3111,0,0,0
3/8/20,Florida,US,27.7663,-81.6868,0,0,0
3/8/20,New Jersey,US,40.2989,-74.521,0,0,0
3/8/20,Oregon,US,44.572,-122.0709,0,0,0
3/8/20,Texas,US,31.0545,-97.5635,0,0,0
3/8/20,Illinois,US,40.3495,-88.9861,0,0,0
3/8/20,Pennsylvania,US,40.5908,-77.2098,0,0,0
3/8/20,Macau,Macao SAR,22.1667,113.55,10,0,10
3/8/20,,Russian Federation,60,90,17,0,3
3/8/20,Iowa,US,42.0115,-93.2105,0,0,0
3/8/20,Maryland,US,39.0639,-76.8021,0,0,0
3/8/20,North Carolina,US,35.6301,-79.8064,0,0,0
3/8/20,South Carolina,US,33.8569,-80.945,0,0,0
3/8/20,Tennessee,US,35.7478,-86.6923,0,0,0
3/8/20,Virginia,US,37.7693,-78.17,0,0,0
3/8/20,Arizona,US,33.7298,-111.4312,0,0,0
3/8/20,Indiana,US,39.8494,-86.2583,0,0,0
3/8/20,Kentucky,US,37.6681,-84.6701,0,0,0
3/8/20,District of Columbia,US,38.8974,-77.0268,0,0,0
3/8/20,Nevada,US,38.3135,-117.0554,0,0,0
3/8/20,New Hampshire,US,43.4525,-71.5639,0,0,0
3/8/20,,Republic of Moldova,47.4116,28.3699,1,0,0
3/8/20,Minnesota,US,45.6945,-93.9002,0,0,0
3/8/20,Nebraska,US,41.1254,-98.2681,0,0,0
3/8/20,Ohio,US,40.3888,-82.7649,0,0,0
3/8/20,Rhode Island,US,41.6809,-71.5118,0,0,0
3/8/20,Wisconsin,US,44.2685,-89.6165,0,0,0
3/8/20,,Saint Martin,18.0708,-63.0501,0,0,0
3/8/20,Connecticut,US,41.5978,-72.7554,0,0,0
3/8/20,Hawaii,US,21.0943,-157.4983,0,0,0
3/8/20,Oklahoma,US,35.5653,-96.9289,0,0,0
3/8/20,Utah,US,40.15,-111.8624,0,0,0
3/8/20,,Burkina Faso,12.2383,-1.5616,0,0,0
3/8/20,,Channel Islands,49.3723,-2.3644,0,0,0
3/8/20,,Holy See,41.9029,12.4534,1,0,0
3/8/20,,Mongolia,46.8625,103.8467,0,0,0
3/8/20,,Panama,8.538,-80.7821,0,0,0
3/8/20,Kansas,US,38.5266,-96.7265,0,0,0
3/8/20,Louisiana,US,31.1695,-91.8678,0,0,0
3/8/20,Missouri,US,38.4561,-92.2884,0,0,0
3/8/20,Vermont,US,44.0459,-72.7107,0,0,0
3/8/20,Alaska,US,61.3707,-152.4044,0,0,0
3/8/20,Arkansas,US,34.9697,-92.3731,0,0,0
3/8/20,Delaware,US,39.3185,-75.5071,0,0,0
3/8/20,Idaho,US,44.2405,-114.4788,0,0,0
3/8/20,Maine,US,44.6939,-69.3819,0,0,0
3/8/20,Michigan,US,43.3266,-84.5361,0,0,0
3/8/20,Mississippi,US,32.7416,-89.6787,0,0,0
3/8/20,Montana,US,46.9219,-110.4544,0,0,0
3/8/20,New Mexico,US,34.8405,-106.2485,0,0,0
3/8/20,North Dakota,US,47.5289,-99.784,0,0,0
3/8/20,South Dakota,US,44.2998,-99.4388,0,0,0
3/8/20,West Virginia,US,38.4912,-80.9545,0,0,0
3/8/20,Wyoming,US,42.756,-107.3025,0,0,0
3/8/20,"Kitsap, WA",US,47.6477,-122.6413,0,0,0
3/8/20,"Solano, CA",US,38.3105,-121.9018,0,0,0
3/8/20,"Santa Cruz, CA",US,37.0454,-121.958,0,0,0
3/8/20,"Napa, CA",US,38.5025,-122.2654,0,0,0
3/8/20,"Ventura, CA",US,34.3705,-119.1391,0,0,0
3/8/20,"Worcester, MA",US,42.4097,-71.8571,0,0,0
3/8/20,"Gwinnett, GA",US,33.9191,-84.0167,0,0,0
3/8/20,"DeKalb, GA",US,33.7956,-84.2279,0,0,0
3/8/20,"Floyd, GA",US,37.5455,-82.7779,0,0,0
3/8/20,"Fayette, GA",US,33.4502,-84.4803,0,0,0
3/8/20,"Gregg, TX",US,32.4893,-94.8521,0,0,0
3/8/20,"Monmouth, NJ",US,40.2589,-74.124,0,0,0
3/8/20,"Burlington, NJ",US,40.0712,-74.8649,0,0,0
3/8/20,"Camden, NJ",US,39.9259,-75.1196,0,0,0
3/8/20,"Passaic, NJ",US,40.8568,-74.1285,0,0,0
3/8/20,"Union, NJ",US,40.6976,-74.2632,0,0,0
3/8/20,"Eagle, CO",US,39.6553,-106.8287,0,0,0
3/8/20,"Larimer, CO",US,40.6956,-105.5943,0,0,0
3/8/20,"Arapahoe, CO",US,39.6203,-104.3326,0,0,0
3/8/20,"Gunnison, CO",US,38.5458,-106.9253,0,0,0
3/8/20,"Kane, IL",US,41.9879,-88.4016,0,0,0
3/8/20,"Monroe, PA",US,41.0458,-75.2479,0,0,0
3/8/20,"Philadelphia, PA",US,39.9526,-75.1652,0,0,0
3/8/20,"Norfolk, VA",US,36.8508,-76.2859,0,0,0
3/8/20,"Arlington, VA",US,38.8816,-77.091,0,0,0
3/8/20,"Spotsylvania, VA",US,38.2042,-77.6078,0,0,0
3/8/20,"Loudoun, VA",US,39.0768,-77.6536,0,0,0
3/8/20,"Prince George, MD",US,38.7849,-76.8721,0,0,0
3/8/20,"Pottawattamie, IA",US,41.3912,-95.4778,0,0,0
3/8/20,"Camden, SC",US,34.2465,-80.607,0,0,0
3/8/20,"Pima, AZ",US,32.0575,-111.6661,0,0,0
3/8/20,"Noble, IN",US,41.4277,-85.355,0,0,0
3/8/20,"Adams, IN",US,39.8522,-77.2865,0,0,0
3/8/20,"Boone, IN",US,40.0106,-86.4997,0,0,0
3/8/20,"Dane, WI",US,43.0186,-89.5498,0,0,0
3/8/20,"Pierce, WI",US,44.7509,-92.3814,0,0,0
3/8/20,"Cuyahoga, OH",US,41.4339,-81.6758,0,0,0
3/8/20,"Weber, UT",US,41.2603,-111.9522,0,0,0
3/8/20,"Wilton, CT",US,41.1954,-73.4379,0,0,0
3/8/20,Hubei,China,30.9756,112.2707,0,0,0
3/8/20,,Iran (Islamic Republic of),32,53,0,0,0
3/8/20,,"Korea, South",36,128,0,0,0
3/8/20,France,France,46.2276,2.2137,0,0,0
3/8/20,Guangdong,China,23.3417,113.4244,0,0,0
3/8/20,Henan,China,33.882,113.614,0,0,0
3/8/20,Zhejiang,China,29.1832,120.0934,0,0,0
3/8/20,Hunan,China,27.6104,111.7088,0,0,0
3/8/20,Anhui,China,31.8257,117.2264,0,0,0
3/8/20,Jiangxi,China,27.614,115.7221,0,0,0
3/8/20,Shandong,China,36.3427,118.1498,0,0,0
3/8/20,Diamond Princess,Cruise Ship,35.4437,139.638,0,0,0
3/8/20,Jiangsu,China,32.9711,119.455,0,0,0
3/8/20,Chongqing,China,30.0572,107.874,0,0,0
3/8/20,Sichuan,China,30.6171,102.7103,0,0,0
3/8/20,Heilongjiang,China,47.862,127.7615,0,0,0
3/8/20,UK,United Kingdom,55.3781,-3.436,0,0,0
3/8/20,Denmark,Denmark,56.2639,9.5018,0,0,0
3/8/20,Beijing,China,40.1824,116.4142,0,0,0
3/8/20,Shanghai,China,31.202,121.4491,0,0,0
3/8/20,Hebei,China,39.549,116.1306,0,0,0
3/8/20,Fujian,China,26.0789,117.9874,0,0,0
3/8/20,Guangxi,China,23.8298,108.7881,0,0,0
3/8/20,Shaanxi,China,35.1917,108.8701,0,0,0
3/8/20,Yunnan,China,24.974,101.487,0,0,0
3/8/20,Hainan,China,19.1959,109.7453,0,0,0
3/8/20,Guizhou,China,26.8154,106.8748,0,0,0
3/8/20,Tianjin,China,39.3054,117.323,0,0,0
3/8/20,Shanxi,China,37.5777,112.2922,0,0,0
3/8/20,Gansu,China,37.8099,101.0583,0,0,0
3/8/20,Hong Kong,China,22.3,114.2,0,0,0
3/8/20,Liaoning,China,41.2956,122.6085,0,0,0
3/8/20,Jilin,China,43.6661,126.1923,0,0,0
3/8/20,,Czechia,49.8175,15.473,0,0,0
3/8/20,Xinjiang,China,41.1129,85.2401,0,0,0
3/8/20,Inner Mongolia,China,44.0935,113.9448,0,0,0
3/8/20,Ningxia,China,37.2692,106.1655,0,0,0
3/8/20,,Taiwan*,23.7,121,0,0,0
3/8/20,,Vietnam,16,108,0,0,0
3/8/20,,Russian Federation,60,90,0,0,0
3/8/20,Qinghai,China,35.7452,95.9956,0,0,0
3/8/20,Macau,China,22.1667,113.55,0,0,0
3/8/20,,Moldova,47.4116,28.3699,0,0,0
3/8/20,,Bolivia,-16.2902,-63.5887,0,0,0
3/8/20,Faroe Islands,Denmark,61.8926,-6.9118,0,0,0
3/8/20,St Martin,France,18.0708,-63.0501,0,0,0
3/8/20,,Honduras,15.2,-86.2419,0,0,0
3/8/20,Channel Islands,United Kingdom,49.3723,-2.3644,0,0,0
3/8/20,New Brunswick,Canada,46.5653,-66.4619,0,0,0
3/8/20,Tibet,China,31.6927,88.0924,0,0,0
3/8/20,,Congo (Kinshasa),-4.0383,21.7587,0,0,0
3/8/20,,Cote d'Ivoire,7.54,-5.5471,0,0,0
3/8/20,Saint Barthelemy,France,17.9,-62.8333,0,0,0
3/8/20,,Jamaica,18.1096,-77.2975,0,0,0
3/8/20,,Reunion,-21.1151,55.5364,0,0,0
3/8/20,,Turkey,38.9637,35.2433,0,0,0
3/8/20,Gibraltar,United Kingdom,36.1408,-5.3536,0,0,0
3/9/20,Anhui,Mainland China,31.8257,117.2264,990,6,984
3/9/20,Beijing,Mainland China,40.1824,116.4142,428,8,315
3/9/20,Chongqing,Mainland China,30.0572,107.874,576,6,542
3/9/20,Fujian,Mainland China,26.0789,117.9874,296,1,295
3/9/20,Gansu,Mainland China,36.0611,103.8343,124,2,88
3/9/20,Guangdong,Mainland China,23.3417,113.4244,1352,8,1260
3/9/20,Guangxi,Mainland China,23.8298,108.7881,252,2,230
3/9/20,Guizhou,Mainland China,26.8154,106.8748,146,2,123
3/9/20,Hainan,Mainland China,19.1959,109.7453,168,6,159
3/9/20,Hebei,Mainland China,38.0428,114.5149,318,6,307
3/9/20,Heilongjiang,Mainland China,47.862,127.7615,481,13,430
3/9/20,Henan,Mainland China,33.88202,113.614,1272,22,1247
3/9/20,Hubei,Mainland China,30.9756,112.2707,67743,3008,46488
3/9/20,Hunan,Mainland China,27.6104,111.7088,1018,4,979
3/9/20,Inner Mongolia,Mainland China,44.0935,113.9448,75,1,70
3/9/20,Jiangsu,Mainland China,32.9711,119.455,631,0,621
3/9/20,Jiangxi,Mainland China,27.614,115.7221,935,1,923
3/9/20,Jilin,Mainland China,43.6661,126.1923,93,1,91
3/9/20,Liaoning,Mainland China,41.2956,122.6085,125,1,109
3/9/20,Ningxia,Mainland China,37.2692,106.1655,75,0,71
3/9/20,Qinghai,Mainland China,35.7452,95.9956,18,0,18
3/9/20,Shaanxi,Mainland China,35.1917,108.8701,245,1,227
3/9/20,Shandong,Mainland China,36.3427,118.1498,758,6,700
3/9/20,Shanghai,Mainland China,31.202,121.4491,342,3,315
3/9/20,Shanxi,Mainland China,37.5777,112.2922,133,0,127
3/9/20,Sichuan,Mainland China,30.6171,102.7103,539,3,466
3/9/20,Tianjin,Mainland China,39.3054,117.323,136,3,130
3/9/20,Tibet,Mainland China,31.6927,88.0924,1,0,1
3/9/20,Xinjiang,Mainland China,41.1129,85.2401,76,3,73
3/9/20,Yunnan,Mainland China,24.974,101.487,174,2,170
3/9/20,Zhejiang,Mainland China,29.1832,120.0934,1215,1,1176
3/9/20,,Thailand,15,101,50,1,31
3/9/20,,Japan,36,138,511,10,76
3/9/20,"King County, WA",US,47.6062,-122.3321,83,17,1
3/9/20,"Cook County, IL",US,41.7377,-87.6976,7,0,2
3/9/20,,Singapore,1.2833,103.8333,150,0,78
3/9/20,,France,47,2,1209,19,12
3/9/20,,Nepal,28.1667,84.25,1,0,1
3/9/20,,Malaysia,2.5,112.5,117,0,24
3/9/20,British Columbia,Canada,49.2827,-123.1207,32,1,4
3/9/20,"Los Angeles, CA",US,34.0522,-118.2437,14,0,0
3/9/20,New South Wales,Australia,-33.8688,151.2093,48,2,4
3/9/20,Victoria,Australia,-37.8136,144.9631,15,0,7
3/9/20,Queensland,Australia,-28.0167,153.4,15,0,8
3/9/20,,Cambodia,11.55,104.9167,2,0,1
3/9/20,,Sri Lanka,7,81,1,0,1
3/9/20,,Germany,51,9,1176,2,18
3/9/20,,Finland,64,26,30,0,1
3/9/20,,United Arab Emirates,24,54,45,0,7
3/9/20,,Philippines,13,122,20,1,1
3/9/20,,India,21,78,43,0,3
3/9/20,,Italy,43,12,9172,463,724
3/9/20,,UK,55,-3,321,4,18
3/9/20,,Sweden,63,16,248,0,1
3/9/20,,Spain,40,-4,1073,28,32
3/9/20,South Australia,Australia,-34.9285,138.6007,7,0,2
3/9/20,"San Benito, CA",US,36.5761,-120.9876,2,0,0
3/9/20,,Belgium,50.8333,4,239,0,1
3/9/20,Diamond Princess cruise ship,Others,35.4437,139.638,696,6,40
3/9/20,"San Diego County, CA",US,32.7157,-117.1611,3,0,1
3/9/20,,Egypt,26,30,55,1,1
3/9/20,From Diamond Princess,Australia,35.4437,139.638,0,0,0
3/9/20,,Lebanon,33.8547,35.8623,32,0,1
3/9/20,"Humboldt County, CA",US,40.745,-123.8695,1,0,0
3/9/20,"Sacramento County, CA",US,38.4747,-121.3542,2,0,0
3/9/20,,Iraq,33,44,60,6,3
3/9/20,,Oman,21,57,16,0,2
3/9/20,,Afghanistan,33,65,4,0,0
3/9/20,,Bahrain,26.0275,50.55,95,0,14
3/9/20,,Kuwait,29.5,47.75,64,0,1
3/9/20,,Algeria,28.0339,1.6596,20,0,0
3/9/20,,Croatia,45.1,15.2,12,0,0
3/9/20,,Switzerland,46.8182,8.2275,374,2,3
3/9/20,,Austria,47.5162,14.5501,131,0,2
3/9/20,,Israel,31,35,39,0,2
3/9/20,,Pakistan,30.3753,69.3451,6,0,1
3/9/20,,Brazil,-14.235,-51.9253,25,0,0
3/9/20,,Georgia,42.3154,43.3569,15,0,0
3/9/20,,Greece,39.0742,21.8243,73,0,0
3/9/20,,North Macedonia,41.6086,21.7453,3,0,0
3/9/20,,Norway,60.472,8.4689,205,0,1
3/9/20,,Romania,45.9432,24.9668,15,0,3
3/9/20,,Denmark,56.2639,9.5018,90,0,1
3/9/20,,Estonia,58.5953,25.0136,10,0,0
3/9/20,,Netherlands,52.1326,5.2913,321,3,0
3/9/20,,San Marino,43.9424,12.4578,36,1,0
3/9/20,,Belarus,53.7098,27.9534,6,0,1
3/9/20,,Iceland,64.9631,-19.0208,58,0,0
3/9/20,,Lithuania,55.1694,23.8813,1,0,0
3/9/20,,Mexico,23.6345,-102.5528,7,0,1
3/9/20,,New Zealand,-40.9006,174.886,5,0,0
3/9/20,,Nigeria,9.082,8.6753,2,0,0
